Temp,SpO2,Heart_rate,Anomaly
26.8,98,80,FALSE
26.8,98,80,FALSE
26.8,98,83,FALSE
26.8,98,83,FALSE
26.8,98,83,FALSE
26.8,98,81,FALSE
26.8,97,81,FALSE
26.8,97,77,FALSE
26.8,97,77,FALSE
26.8,97,74,FALSE
26.8,97,74,FALSE
26.8,98,74,FALSE
26.8,98,74,FALSE
26.8,98,74,FALSE
26.8,98,77,FALSE
26.8,97,77,FALSE
26.8,97,79,FALSE
26.8,97,79,FALSE
26.8,97,79,FALSE
26.8,97,79,FALSE
26.8,97,78,FALSE
26.8,98,78,FALSE
26.8,98,78,FALSE
26.8,98,80,TRUE
26.8,98,80,TRUE
26.8,94,79,TRUE
26.7,98,90,TRUE
26.8,97,79,TRUE
26.4,98,79,TRUE
26.5,98,79,TRUE
26.9,98,79,TRUE
27.3,98,80,TRUE
27.2,98,80,TRUE
26.7,94,80,TRUE
26.8,98,83,TRUE
26.3,97,83,TRUE
26.7,93,88,TRUE
26.8,95,88,TRUE
26.5,97,88,TRUE
26.8,97,88,TRUE
27.1,97,88,TRUE
26.7,94,88,TRUE
26.8,97,88,TRUE
26.8,97,85,TRUE
26.7,97,85,TRUE
26.7,95,85,TRUE
26.7,97,85,TRUE
26.8,97,74,TRUE
26.8,94,74,TRUE
26.8,93,70,TRUE
26.8,96,70,TRUE
26.8,97,74,FALSE
26.8,97,74,FALSE
26.8,97,74,FALSE
26.8,97,74,FALSE
26.8,97,78,FALSE
26.8,97,80,FALSE
26.8,97,80,FALSE
26.8,97,81,FALSE
26.8,97,81,FALSE
26.7,97,81,FALSE
26.7,97,81,FALSE
26.7,97,81,FALSE
26.7,97,81,FALSE
26.7,97,76,FALSE
26.7,98,76,FALSE
26.7,98,70,FALSE
26.7,97,70,FALSE
26.7,97,70,FALSE
26.8,97,70,FALSE
26.7,97,70,FALSE
26.7,98,70,FALSE
26.7,98,69,FALSE
26.8,98,69,FALSE
26.8,98,69,FALSE
26.8,98,69,FALSE
26.8,98,71,FALSE
26.7,98,71,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,97,72,FALSE
26.8,97,72,FALSE
26.8,97,74,FALSE
26.7,97,74,FALSE
26.7,97,75,FALSE
26.7,97,75,FALSE
26.8,97,75,FALSE
26.7,97,75,FALSE
26.7,97,76,FALSE
26.8,97,76,FALSE
26.8,97,76,FALSE
26.8,97,78,FALSE
26.8,97,78,FALSE
26.8,97,80,FALSE
26.8,97,80,FALSE
26.8,97,80,FALSE
26.7,97,80,FALSE
26.7,97,80,FALSE
26.8,97,80,FALSE
26.8,97,80,FALSE
26.8,97,80,FALSE
26.8,97,77,FALSE
26.6,97,77,FALSE
26.7,97,77,FALSE
26.7,97,77,FALSE
26.7,97,77,FALSE
26.7,97,79,FALSE
26.6,97,79,FALSE
26.7,97,79,FALSE
26.7,97,79,FALSE
26.7,97,75,FALSE
26.7,97,75,FALSE
26.7,97,75,FALSE
26.7,97,70,FALSE
26.7,97,70,FALSE
26.7,97,70,FALSE
26.7,97,72,FALSE
26.7,97,74,FALSE
26.6,97,74,FALSE
26.6,97,74,FALSE
26.6,97,76,FALSE
26.6,97,76,FALSE
26.6,97,76,FALSE
26.6,97,76,FALSE
26.7,97,76,FALSE
26.7,97,65,FALSE
26.7,97,65,FALSE
26.7,97,65,FALSE
26.7,97,65,FALSE
26.7,97,76,FALSE
26.7,97,73,FALSE
26.7,97,73,FALSE
26.7,97,73,FALSE
26.7,97,73,FALSE
26.7,97,73,FALSE
26.7,97,73,FALSE
26.7,97,76,FALSE
26.7,97,76,FALSE
26.7,97,77,FALSE
26.7,98,77,FALSE
26.7,98,77,FALSE
26.7,98,77,FALSE
26.7,98,77,FALSE
26.7,98,75,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,98,71,FALSE
26.7,98,71,FALSE
26.7,98,71,FALSE
26.7,98,71,FALSE
26.7,98,70,FALSE
26.7,98,70,FALSE
26.7,98,72,FALSE
26.7,98,72,FALSE
26.7,98,74,FALSE
26.6,98,74,FALSE
26.6,97,74,FALSE
26.7,97,74,FALSE
26.7,97,75,FALSE
26.6,97,75,FALSE
26.6,97,75,FALSE
26.6,97,75,FALSE
26.6,97,73,FALSE
26.6,97,73,FALSE
26.7,97,73,FALSE
26.7,97,73,FALSE
26.7,97,73,FALSE
26.7,97,77,FALSE
26.7,97,79,FALSE
26.7,97,79,FALSE
26.6,97,79,FALSE
26.6,97,79,FALSE
26.6,97,79,FALSE
26.6,97,81,FALSE
26.7,97,81,FALSE
26.7,97,81,FALSE
26.7,97,80,FALSE
26.7,97,80,FALSE
26.7,97,74,FALSE
26.7,97,70,FALSE
26.7,97,70,FALSE
26.7,97,70,FALSE
26.7,97,74,FALSE
26.7,98,74,FALSE
26.7,98,80,FALSE
26.7,98,80,FALSE
26.7,97,80,FALSE
26.7,97,76,FALSE
26.7,97,76,FALSE
26.7,97,76,FALSE
26.7,97,76,FALSE
26.7,97,66,FALSE
26.7,97,66,FALSE
26.7,98,66,FALSE
26.6,98,66,FALSE
26.6,98,67,FALSE
26.6,98,72,FALSE
26.6,98,72,FALSE
26.6,98,75,FALSE
26.6,98,75,FALSE
26.6,98,75,FALSE
26.6,98,77,FALSE
26.6,97,77,FALSE
26.6,97,77,FALSE
26.6,97,78,FALSE
26.6,97,78,FALSE
26.6,97,79,FALSE
26.7,97,79,FALSE
26.7,98,79,FALSE
26.7,98,79,FALSE
26.7,97,79,FALSE
26.7,97,77,FALSE
26.6,97,77,FALSE
26.6,97,77,FALSE
26.6,97,75,FALSE
26.6,97,72,FALSE
26.6,97,72,FALSE
26.7,97,72,FALSE
26.7,97,72,FALSE
26.7,97,73,FALSE
26.7,97,74,FALSE
26.7,97,74,FALSE
26.7,97,74,FALSE
26.7,97,74,FALSE
26.6,97,74,FALSE
26.6,97,71,FALSE
26.6,97,71,FALSE
26.6,98,71,FALSE
26.6,98,71,FALSE
26.6,98,72,FALSE
26.6,98,74,TRUE
26.6,98,75,TRUE
26.7,98,75,TRUE
26.7,98,75,TRUE
26.7,98,76,TRUE
26.7,98,76,TRUE
26.5,98,76,TRUE
26.5,98,77,TRUE
26.6,98,77,TRUE
26.6,98,85,TRUE
26.6,98,85,TRUE
26.6,98,85,TRUE
26.5,98,85,TRUE
26.5,97,85,TRUE
26.5,97,83,TRUE
26.5,97,74,TRUE
26.6,97,74,TRUE
26.6,97,74,TRUE
26.6,97,76,TRUE
26.6,98,76,TRUE
26.6,98,76,TRUE
26.6,95,76,TRUE
26.6,95,76,FALSE
26.6,95,72,FALSE
26.6,94,72,FALSE
26.6,94,68,FALSE
26.6,94,68,FALSE
26.7,94,68,FALSE
26.7,94,67,FALSE
26.6,94,67,FALSE
26.6,94,67,FALSE
26.6,94,70,FALSE
26.6,94,70,FALSE
26.6,94,70,FALSE
26.6,94,70,FALSE
26.6,94,72,FALSE
26.6,94,72,FALSE
26.6,94,72,FALSE
26.5,94,72,FALSE
26.6,94,72,FALSE
26.6,93,72,FALSE
26.6,93,70,FALSE
26.6,93,70,FALSE
26.6,94,70,FALSE
26.6,94,68,FALSE
26.6,95,68,FALSE
26.6,95,68,FALSE
26.5,95,68,FALSE
26.5,95,68,FALSE
26.5,95,68,FALSE
26.6,95,68,FALSE
26.6,95,70,FALSE
26.6,95,70,FALSE
26.6,95,73,FALSE
26.6,95,73,FALSE
26.6,96,73,FALSE
26.6,96,75,FALSE
26.6,96,76,FALSE
26.6,95,76,FALSE
26.6,95,76,FALSE
26.6,95,77,FALSE
26.6,95,81,FALSE
26.6,95,81,FALSE
26.6,96,81,FALSE
26.6,96,79,FALSE
26.6,96,73,FALSE
26.6,96,73,FALSE
26.6,96,71,FALSE
26.6,96,71,FALSE
26.6,97,71,FALSE
26.6,97,71,FALSE
26.6,97,71,FALSE
26.6,97,73,FALSE
26.5,97,73,FALSE
26.5,97,74,FALSE
26.6,97,74,FALSE
26.6,97,74,FALSE
26.6,97,74,FALSE
26.5,97,74,FALSE
26.5,97,72,FALSE
26.5,98,72,FALSE
26.5,98,74,FALSE
26.5,98,74,FALSE
26.5,98,74,FALSE
26.5,98,74,FALSE
26.5,98,75,FALSE
26.5,98,75,FALSE
26.5,98,75,FALSE
26.5,97,75,FALSE
26.5,97,73,FALSE
26.5,97,73,FALSE
26.5,97,73,FALSE
26.5,97,73,FALSE
26.5,96,73,FALSE
26.5,96,73,FALSE
26.5,96,76,FALSE
26.5,96,76,FALSE
26.5,96,79,FALSE
26.5,96,79,FALSE
26.5,96,79,FALSE
26.5,96,80,FALSE
26.5,96,80,FALSE
26.5,97,80,FALSE
26.5,97,76,FALSE
26.5,97,76,FALSE
26.5,97,76,FALSE
26.5,97,76,FALSE
26.5,97,71,FALSE
26.4,97,71,FALSE
26.4,97,71,FALSE
26.5,97,71,FALSE
26.5,97,71,FALSE
26.5,97,71,FALSE
26.5,97,73,FALSE
26.5,98,73,FALSE
26.5,98,77,FALSE
26.5,97,77,FALSE
26.4,97,77,FALSE
26.4,97,77,FALSE
26.4,97,81,FALSE
26.4,97,81,FALSE
26.4,97,82,FALSE
26.4,97,82,FALSE
26.4,97,80,FALSE
26.4,97,80,FALSE
26.4,97,80,FALSE
26.4,97,79,FALSE
26.4,97,79,FALSE
26.4,97,79,FALSE
26.4,97,80,FALSE
26.4,97,80,FALSE
26.4,97,82,FALSE
26.4,97,82,FALSE
26.4,97,84,FALSE
26.4,97,84,FALSE
26.4,97,84,FALSE
26.4,97,82,FALSE
26.4,97,82,FALSE
26.4,96,82,FALSE
26.4,96,78,FALSE
26.4,96,78,FALSE
26.4,96,78,FALSE
26.4,96,78,FALSE
26.4,96,73,FALSE
26.4,96,73,FALSE
26.4,96,73,FALSE
26.4,95,73,FALSE
26.4,95,83,FALSE
26.4,95,83,FALSE
26.4,95,83,FALSE
26.4,95,86,FALSE
26.4,95,86,FALSE
26.4,95,84,FALSE
26.4,96,84,FALSE
26.4,96,82,FALSE
26.4,97,82,FALSE
26.4,97,80,FALSE
26.4,97,80,FALSE
26.4,97,77,FALSE
26.4,98,77,FALSE
26.4,98,77,FALSE
26.4,98,76,FALSE
26.4,98,76,FALSE
26.4,98,76,FALSE
26.4,98,79,FALSE
26.4,98,81,FALSE
26.4,98,81,FALSE
26.4,98,81,FALSE
26.4,98,83,FALSE
26.4,98,83,FALSE
26.4,98,83,FALSE
26.4,98,82,FALSE
26.4,98,82,FALSE
26.4,98,82,FALSE
26.3,98,82,FALSE
26.3,98,82,FALSE
26.3,98,85,FALSE
26.3,97,85,FALSE
26.3,97,87,FALSE
26.4,97,87,FALSE
26.4,97,87,FALSE
26.4,96,87,TRUE
26.3,96,87,TRUE
26.3,96,84,TRUE
26.3,95,84,TRUE
26.3,95,80,TRUE
26.3,95,80,TRUE
26.3,95,80,TRUE
26.4,95,80,TRUE
26.4,96,80,TRUE
26.4,96,81,TRUE
26.4,96,84,TRUE
26.4,96,84,TRUE
26.4,96,84,TRUE
26.4,96,84,TRUE
26.4,96,88,TRUE
26.3,96,88,TRUE
26.3,96,88,TRUE
26.3,96,81,TRUE
26.3,96,81,TRUE
26.4,96,81,TRUE
26.4,96,67,TRUE
26.4,97,67,TRUE
26.3,97,67,FALSE
26.3,97,67,FALSE
26.3,97,64,FALSE
26.4,97,64,FALSE
26.4,98,64,FALSE
26.4,98,64,FALSE
26.4,98,64,FALSE
26.4,98,64,FALSE
26.4,98,64,FALSE
26.4,98,64,FALSE
26.4,98,67,FALSE
26.3,98,67,FALSE
26.3,98,67,FALSE
26.4,98,67,FALSE
26.4,99,67,FALSE
26.4,99,67,FALSE
26.4,99,69,FALSE
26.4,99,69,FALSE
26.4,99,69,FALSE
26.4,99,65,FALSE
26.4,99,65,FALSE
26.4,99,65,FALSE
26.4,99,65,FALSE
26.4,99,68,FALSE
26.4,99,68,FALSE
26.4,99,68,FALSE
26.4,99,72,FALSE
26.4,99,72,FALSE
26.4,99,78,FALSE
26.4,99,78,FALSE
26.4,99,76,FALSE
26.4,99,76,FALSE
26.4,99,78,FALSE
26.4,99,78,FALSE
26.4,98,78,FALSE
26.4,98,85,FALSE
26.4,98,85,FALSE
26.4,98,85,FALSE
26.4,98,85,FALSE
26.4,98,85,FALSE
26.4,98,85,FALSE
26.4,98,79,FALSE
26.4,98,79,FALSE
26.4,98,79,FALSE
26.4,98,72,FALSE
26.4,98,72,FALSE
26.4,98,71,FALSE
26.4,98,71,FALSE
26.4,98,69,FALSE
26.4,98,69,FALSE
26.4,98,69,FALSE
26.3,98,69,FALSE
26.3,98,69,FALSE
26.3,98,69,FALSE
26.4,98,69,FALSE
26.4,98,71,FALSE
26.3,98,71,FALSE
26.3,98,71,FALSE
26.3,98,72,FALSE
26.4,98,72,FALSE
26.4,98,72,FALSE
26.3,98,72,FALSE
26.3,98,76,FALSE
26.3,98,76,FALSE
26.3,98,68,FALSE
26.3,98,68,FALSE
26.3,98,58,FALSE
26.3,98,58,FALSE
26.3,98,57,FALSE
26.3,98,57,FALSE
26.3,98,58,FALSE
26.3,98,58,FALSE
26.3,98,58,FALSE
26.3,98,61,FALSE
26.3,98,66,FALSE
26.3,98,66,FALSE
26.2,98,66,FALSE
26.2,98,72,FALSE
26.2,98,76,FALSE
26.2,99,76,FALSE
26.2,99,76,FALSE
26.2,99,76,FALSE
26.3,99,76,FALSE
26.3,99,77,FALSE
26.3,99,77,FALSE
26.3,99,77,FALSE
26.3,99,77,FALSE
26.3,99,78,FALSE
26.2,99,78,FALSE
26.2,99,78,FALSE
26.2,99,78,FALSE
26.2,99,76,FALSE
26.2,99,76,FALSE
26.1,99,76,FALSE
26.1,99,73,FALSE
26.2,99,73,FALSE
26.2,99,73,FALSE
26.2,99,74,FALSE
26.2,99,76,FALSE
26.2,99,76,FALSE
26.2,98,76,FALSE
26.2,98,76,FALSE
26.2,98,76,FALSE
26.3,98,76,FALSE
26.3,98,76,FALSE
26.3,98,76,FALSE
26.2,98,76,FALSE
26.2,98,78,FALSE
26.2,98,78,FALSE
26.2,98,78,FALSE
26.2,98,78,FALSE
26.2,98,82,FALSE
26.2,98,82,FALSE
26.3,98,82,FALSE
26.3,98,82,FALSE
26.3,98,82,FALSE
26.3,98,91,FALSE
26.3,98,91,FALSE
26.3,98,98,FALSE
26.3,98,98,FALSE
26.2,98,98,FALSE
26.2,98,98,FALSE
26.2,98,95,FALSE
26.2,98,95,FALSE
26.2,98,95,FALSE
26.2,98,95,FALSE
26.2,98,94,FALSE
26.2,98,94,FALSE
26.1,98,94,FALSE
26.1,99,94,FALSE
26.1,99,89,FALSE
26.2,99,89,FALSE
26.2,99,85,FALSE
26.1,99,85,FALSE
26.1,99,85,FALSE
26.1,99,85,FALSE
26.2,99,85,FALSE
26.2,99,85,FALSE
26.2,99,85,FALSE
26.2,99,85,FALSE
26.2,99,91,FALSE
26.2,99,91,FALSE
26.2,99,77,FALSE
26.1,99,77,FALSE
26.1,99,77,FALSE
26.1,99,59,FALSE
26.1,99,59,FALSE
26.1,99,59,FALSE
26.1,99,59,FALSE
26.1,99,59,FALSE
26.1,99,59,FALSE
26.1,99,58,FALSE
26.1,99,58,FALSE
26.1,99,61,FALSE
26.2,99,61,FALSE
26.2,99,61,FALSE
26.2,99,61,FALSE
26.1,99,61,FALSE
26.1,99,71,FALSE
26.1,99,71,FALSE
26.1,99,71,FALSE
26.2,99,71,FALSE
26.2,99,83,FALSE
26.2,99,83,FALSE
26.2,99,83,FALSE
26.2,99,83,FALSE
26.2,99,92,FALSE
26.2,99,92,FALSE
26.1,99,92,FALSE
26.1,99,94,FALSE
26.1,99,94,FALSE
26.1,99,94,FALSE
26.1,98,94,FALSE
26.1,98,87,FALSE
26.1,98,87,FALSE
26.1,98,82,FALSE
26.1,98,82,FALSE
26.1,98,82,TRUE
26,98,82,TRUE
26,98,80,TRUE
26,98,80,TRUE
26,98,78,TRUE
26,98,78,TRUE
26,98,78,TRUE
25.9,98,78,TRUE
25.9,98,79,TRUE
25.9,98,79,TRUE
25.9,98,79,TRUE
25.9,98,81,TRUE
25.9,98,81,TRUE
25.8,98,81,TRUE
25.8,98,84,TRUE
25.9,98,84,TRUE
25.9,98,86,TRUE
25.9,98,86,TRUE
25.9,98,86,TRUE
25.8,98,86,TRUE
25.8,98,84,TRUE
25.8,98,83,TRUE
25.8,98,82,TRUE
25.8,97,82,TRUE
25.8,97,81,TRUE
25.8,97,81,FALSE
25.8,97,81,FALSE
25.8,97,82,FALSE
25.8,97,82,FALSE
25.9,97,82,FALSE
25.9,97,82,FALSE
25.9,97,82,FALSE
25.8,97,82,FALSE
25.8,97,81,FALSE
25.8,97,81,FALSE
25.8,97,81,FALSE
25.8,97,80,FALSE
25.8,97,79,FALSE
25.8,97,79,FALSE
25.8,97,72,FALSE
25.8,97,72,FALSE
25.8,97,72,FALSE
25.8,97,65,FALSE
25.8,97,65,FALSE
25.8,97,65,FALSE
25.8,97,65,FALSE
25.8,97,65,FALSE
25.8,97,69,FALSE
25.8,97,72,FALSE
25.8,97,72,FALSE
25.8,97,72,FALSE
25.8,97,74,FALSE
25.8,97,74,FALSE
25.7,97,74,FALSE
25.7,98,74,FALSE
25.7,97,74,FALSE
25.7,97,73,FALSE
25.8,97,73,FALSE
25.8,97,73,FALSE
25.8,97,73,FALSE
25.8,97,74,FALSE
25.8,97,74,FALSE
25.8,97,74,FALSE
25.8,97,76,FALSE
25.8,97,77,FALSE
25.8,97,77,FALSE
25.8,97,80,FALSE
25.8,97,80,FALSE
25.8,97,80,FALSE
25.8,97,82,FALSE
25.8,97,82,FALSE
25.9,97,82,FALSE
25.8,97,82,FALSE
25.8,97,78,FALSE
25.8,97,74,FALSE
25.9,97,74,FALSE
25.9,97,73,FALSE
25.8,97,73,FALSE
25.8,97,73,FALSE
25.8,97,72,FALSE
25.8,97,72,FALSE
25.8,97,72,FALSE
25.8,97,72,FALSE
25.8,97,73,FALSE
25.8,98,73,FALSE
25.8,98,73,FALSE
25.8,98,73,FALSE
25.8,98,77,FALSE
25.8,98,78,FALSE
25.8,97,78,FALSE
25.8,97,78,FALSE
25.8,98,78,FALSE
25.8,98,79,FALSE
25.8,98,80,FALSE
25.7,98,80,FALSE
25.7,98,80,FALSE
25.7,98,81,FALSE
25.7,98,81,FALSE
25.7,97,81,FALSE
25.7,97,81,FALSE
25.8,97,81,FALSE
25.6,97,81,FALSE
25.6,97,81,FALSE
25.6,97,79,FALSE
25.8,97,79,FALSE
25.8,97,76,FALSE
25.8,97,76,FALSE
25.7,97,76,FALSE
25.7,97,76,FALSE
25.7,97,76,FALSE
25.7,97,82,FALSE
25.7,97,82,FALSE
25.7,97,85,FALSE
25.6,97,85,FALSE
25.7,97,85,FALSE
25.7,97,85,FALSE
25.7,97,77,FALSE
25.7,97,77,FALSE
25.7,97,68,FALSE
25.7,97,68,FALSE
25.6,97,68,FALSE
25.6,97,68,FALSE
25.6,97,68,FALSE
25.7,97,68,FALSE
25.7,97,68,FALSE
25.7,97,71,FALSE
25.7,97,71,FALSE
25.7,97,71,FALSE
25.7,97,71,FALSE
25.7,97,78,FALSE
25.7,97,78,FALSE
25.7,97,81,FALSE
25.7,98,81,FALSE
25.7,98,81,FALSE
25.7,98,81,FALSE
25.7,98,81,FALSE
25.7,98,77,FALSE
25.7,98,77,FALSE
25.7,98,76,FALSE
25.7,98,76,FALSE
25.7,98,76,FALSE
25.7,98,77,FALSE
25.6,98,77,FALSE
25.6,98,77,FALSE
25.6,98,78,FALSE
25.6,98,78,FALSE
25.6,98,78,FALSE
25.6,98,80,FALSE
25.6,98,80,FALSE
25.6,98,76,FALSE
25.6,98,76,FALSE
25.6,98,76,FALSE
25.5,98,76,FALSE
25.5,98,76,FALSE
25.5,98,69,FALSE
25.5,98,69,FALSE
25.5,98,69,FALSE
25.5,98,69,FALSE
25.5,98,73,FALSE
25.5,98,75,FALSE
25.5,98,75,FALSE
25.5,98,76,FALSE
25.5,97,76,FALSE
25.5,97,76,FALSE
25.5,97,76,FALSE
25.5,97,75,FALSE
25.5,97,71,FALSE
25.5,97,71,FALSE
25.5,97,71,FALSE
25.5,97,74,FALSE
25.5,97,74,FALSE
25.5,97,75,FALSE
25.6,97,75,FALSE
25.6,97,76,FALSE
25.6,97,77,FALSE
25.5,97,77,FALSE
25.5,97,80,FALSE
25.5,97,80,FALSE
25.5,97,83,FALSE
25.5,97,83,FALSE
25.5,97,86,FALSE
25.4,97,86,FALSE
25.4,97,86,FALSE
25.4,97,88,FALSE
25.4,97,88,FALSE
25.4,97,91,FALSE
25.4,97,93,FALSE
25.4,97,93,FALSE
25.4,97,93,FALSE
25.4,97,93,FALSE
25.4,97,89,FALSE
25.4,97,89,FALSE
25.3,97,89,FALSE
25.3,97,86,FALSE
25.4,97,86,FALSE
25.4,97,86,FALSE
25.4,96,86,FALSE
25.4,96,84,FALSE
25.3,96,84,FALSE
25.3,96,84,FALSE
25.3,96,84,FALSE
25.3,96,84,FALSE
25.3,96,83,FALSE
25.3,96,75,FALSE
25.3,97,75,FALSE
25.3,97,75,FALSE
25.3,97,72,FALSE
25.3,97,72,FALSE
25.3,97,72,TRUE
25.3,93,75,TRUE
25.2,97,75,TRUE
25.2,94,72,TRUE
25.2,96,70,TRUE
25.2,97,70,TRUE
25.3,97,67,TRUE
25.6,97,67,TRUE
25.2,97,67,TRUE
25.1,97,67,TRUE
25.5,97,67,TRUE
25.2,97,69,TRUE
25.6,97,69,TRUE
25.6,97,69,TRUE
25.5,97,69,TRUE
25.2,97,69,TRUE
25.2,97,69,TRUE
25.2,92,69,TRUE
25.2,97,69,TRUE
25.2,97,69,TRUE
25.1,97,69,TRUE
24.6,97,70,TRUE
25.2,97,73,TRUE
25.1,95,73,TRUE
24.9,97,73,TRUE
24.8,97,73,TRUE
25.2,97,75,TRUE
25.4,97,77,TRUE
25.1,97,77,TRUE
25.1,97,77,TRUE
25.1,97,77,FALSE
25.1,97,77,FALSE
25.1,97,77,FALSE
25.1,97,77,FALSE
25.1,97,77,FALSE
25.1,97,77,FALSE
25.1,97,77,FALSE
25.1,97,77,FALSE
25,97,77,FALSE
25,97,82,FALSE
25,97,82,FALSE
25,97,82,FALSE
25,98,82,FALSE
25,98,77,FALSE
25,98,77,FALSE
25,98,77,FALSE
25,98,77,FALSE
25,98,77,FALSE
25,98,80,FALSE
25.1,98,80,FALSE
25.1,98,80,FALSE
25.1,98,80,FALSE
25.1,98,80,FALSE
25.1,98,85,FALSE
25,98,85,FALSE
25,99,85,FALSE
25,99,85,FALSE
25.1,99,85,FALSE
25.1,99,82,FALSE
25.1,99,77,FALSE
25,99,77,FALSE
25,99,77,FALSE
25.1,99,77,FALSE
25.1,99,77,FALSE
25.1,99,76,FALSE
25.1,99,76,FALSE
25.1,99,76,FALSE
25.1,99,76,FALSE
25.1,99,78,FALSE
25.1,99,79,FALSE
25.1,99,79,FALSE
25.1,99,79,FALSE
25.1,99,79,FALSE
25.1,99,79,FALSE
25.1,99,74,FALSE
25.1,99,74,FALSE
25.1,99,74,FALSE
25.1,99,69,FALSE
25.1,99,69,FALSE
25.1,99,69,FALSE
25.1,99,69,FALSE
25.1,99,72,FALSE
25.1,99,74,FALSE
25.2,99,74,FALSE
25.2,99,75,FALSE
25.2,99,75,FALSE
25.1,99,75,FALSE
25.1,99,76,FALSE
25.2,99,76,FALSE
25.2,99,76,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,78,FALSE
25.2,99,74,FALSE
25.3,99,74,FALSE
25.3,98,74,FALSE
25.3,98,74,FALSE
25.3,98,70,FALSE
25.3,98,70,FALSE
25.2,98,70,FALSE
25.2,98,70,FALSE
25.3,98,70,FALSE
25.3,98,71,FALSE
25.3,98,74,FALSE
25.2,98,74,FALSE
25.2,98,74,FALSE
25.2,98,72,FALSE
25.2,98,72,FALSE
25.2,98,72,FALSE
25.2,98,72,FALSE
25.2,98,72,FALSE
25.3,98,72,FALSE
25.3,99,72,FALSE
25.3,99,74,FALSE
25.3,99,74,FALSE
25.3,99,74,FALSE
25.3,99,74,FALSE
25.3,99,74,FALSE
25.2,99,74,FALSE
25.2,99,75,FALSE
25.2,99,75,FALSE
25.3,99,75,FALSE
25.3,99,75,FALSE
25.3,99,75,FALSE
25.3,99,75,FALSE
25.2,99,75,FALSE
25.2,99,75,FALSE
25.3,99,75,FALSE
25.3,99,73,FALSE
25.2,99,73,FALSE
25.3,99,73,FALSE
25.3,98,73,FALSE
25.3,98,75,FALSE
25.3,98,75,FALSE
25.3,98,76,FALSE
25.3,98,76,FALSE
25.3,98,78,FALSE
25.3,98,78,FALSE
25.3,98,84,FALSE
25.3,98,84,FALSE
25.3,98,84,FALSE
25.3,98,86,FALSE
25.3,98,86,FALSE
25.3,98,86,FALSE
25.3,98,84,FALSE
25.3,98,84,FALSE
25.3,98,84,FALSE
25.3,98,83,FALSE
25.3,98,83,FALSE
25.4,98,83,FALSE
25.4,98,81,FALSE
25.4,98,80,FALSE
25.3,98,80,FALSE
25.3,98,80,FALSE
25.3,99,80,FALSE
25.3,99,80,FALSE
25.3,99,81,FALSE
25.3,99,81,FALSE
25.3,99,80,TRUE
25,99,80,TRUE
25.8,99,80,TRUE
25.6,99,80,TRUE
25.3,99,75,TRUE
25.2,98,75,TRUE
25.1,98,75,TRUE
25.2,98,75,TRUE
25.3,98,75,TRUE
25.3,98,75,TRUE
25.1,99,74,TRUE
25.3,97,74,TRUE
25.3,99,74,TRUE
25.3,99,74,TRUE
25.3,99,80,TRUE
24.8,99,80,TRUE
24.9,99,79,TRUE
25.6,99,79,TRUE
25,99,79,TRUE
25.3,99,71,TRUE
24.9,99,71,TRUE
25.3,99,69,TRUE
24.9,99,69,TRUE
25.7,99,69,TRUE
25.3,99,69,TRUE
25.7,99,69,TRUE
25.2,99,69,TRUE
25.2,99,69,FALSE
25.2,99,77,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,81,FALSE
25.2,99,81,FALSE
25.1,99,81,FALSE
25.1,99,81,FALSE
25.1,99,78,FALSE
25.1,99,77,FALSE
25.1,99,77,FALSE
25.1,99,77,FALSE
25.1,99,79,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,79,FALSE
25.2,99,77,FALSE
25.2,99,77,FALSE
25.2,99,74,FALSE
25.3,99,74,FALSE
25.2,99,74,FALSE
25.2,99,74,FALSE
25.2,99,75,FALSE
25.2,99,75,FALSE
25.3,99,75,FALSE
25.3,99,78,FALSE
25.3,99,80,FALSE
25.2,99,80,FALSE
25.2,99,80,FALSE
25.2,99,78,FALSE
25.2,99,78,FALSE
25.2,99,76,FALSE
25.2,99,76,FALSE
25.2,99,77,FALSE
25.2,99,80,FALSE
25.2,100,80,FALSE
25.2,100,80,FALSE
25.2,99,80,FALSE
25.2,99,79,FALSE
25.2,99,72,FALSE
25.2,98,72,FALSE
25.2,98,70,FALSE
25.2,97,70,FALSE
25.1,97,70,FALSE
25.1,97,70,FALSE
25.1,97,70,FALSE
25.1,97,70,FALSE
25.1,97,76,FALSE
25.1,97,76,FALSE
25.1,97,82,FALSE
25.1,97,82,FALSE
25.1,97,82,FALSE
25.1,97,82,FALSE
25,97,82,FALSE
25,97,85,FALSE
25,97,85,FALSE
25,97,85,FALSE
25,97,83,FALSE
24.9,97,83,FALSE
24.9,97,77,FALSE
24.9,97,77,FALSE
24.9,97,74,FALSE
24.9,97,74,FALSE
24.8,97,74,FALSE
24.8,98,74,FALSE
24.8,98,80,FALSE
24.8,98,80,FALSE
